UsedMemory
0.000000	20.0000   	
1.000000	20.0000   	
2.000000	20.0000   	
3.000000	20.0000   	
4.000000	20.0000   	
5.000000	20.0000   	
6.000000	20.0000   	
7.000000	20.0000   	
8.000000	20.0000   	
9.000000	22.0000   	
10.000000	22.0000   	
11.000000	22.0000   	
12.000000	24.0000   	
13.000000	24.0000   	
14.000000	24.0000   	
15.000000	24.0000   	
16.000000	27.0000   	
17.000000	27.0000   	
18.000000	27.0000   	
19.000000	29.0000   	
20.000000	29.0000   	
21.000000	29.0000   	
22.000000	29.0000   	
23.000000	31.0000   	
24.000000	31.0000   	
25.000000	31.0000   	
26.000000	33.0000   	
27.000000	38.0000   	
28.000000	38.0000   	
29.000000	38.0000   	
30.000000	38.0000   	
31.000000	38.0000   	
32.000000	38.0000   	
33.000000	40.0000   	
34.000000	40.0000   	
35.000000	40.0000   	
36.000000	42.0000   	
37.000000	45.0000   	
38.000000	47.0000   	
39.000000	47.0000   	
40.000000	47.0000   	
41.000000	47.0000   	
42.000000	47.0000   	
43.000000	49.0000   	
44.000000	51.0000   	
45.000000	51.0000   	
46.000000	51.0000   	
47.000000	56.0000   	
48.000000	56.0000   	
49.000000	56.0000   	
50.000000	56.0000   	
51.000000	56.0000   	
52.000000	56.0000   	
53.000000	58.0000   	
54.000000	58.0000   	
55.000000	58.0000   	
56.000000	58.0000   	
57.000000	58.0000   	
58.000000	58.0000   	
59.000000	58.0000   	
60.000000	58.0000   	
61.000000	60.0000   	
62.000000	60.0000   	
63.000000	60.0000   	
64.000000	60.0000   	
65.000000	60.0000   	
66.000000	63.0000   	
67.000000	63.0000   	
68.000000	63.0000   	
69.000000	63.0000   	
70.000000	63.0000   	
71.000000	63.0000   	
72.000000	63.0000   	
73.000000	63.0000   	
74.000000	63.0000   	
75.000000	63.0000   	
76.000000	63.0000   	
77.000000	65.0000   	
78.000000	67.0000   	
79.000000	67.0000   	
80.000000	67.0000   	
81.000000	67.0000   	
82.000000	67.0000   	
83.000000	67.0000   	
84.000000	67.0000   	
85.000000	67.0000   	
86.000000	76.0000   	
87.000000	76.0000   	
88.000000	76.0000   	
89.000000	76.0000   	
90.000000	76.0000   	
91.000000	76.0000   	
92.000000	76.0000   	
93.000000	76.0000   	
94.000000	76.0000   	
95.000000	85.0000   	
96.000000	85.0000   	
97.000000	85.0000   	
98.000000	85.0000   	
99.000000	85.0000   	
100.000000	85.0000   	
101.000000	85.0000   	
102.000000	85.0000   	
103.000000	94.0000   	
104.000000	94.0000   	
105.000000	94.0000   	
106.000000	94.0000   	
107.000000	94.0000   	
108.000000	94.0000   	
109.000000	94.0000   	
110.000000	94.0000   	
111.000000	103.0000  	
112.000000	103.0000  	
113.000000	103.0000  	
114.000000	103.0000  	
115.000000	103.0000  	
116.000000	103.0000  	
117.000000	103.0000  	
118.000000	112.0000  	
119.000000	112.0000  	
120.000000	112.0000  	
121.000000	112.0000  	
122.000000	112.0000  	
123.000000	112.0000  	
124.000000	112.0000  	
125.000000	112.0000  	
126.000000	112.0000  	
127.000000	17.0000   	
128.000000	17.0000   	
129.000000	22.0000   	
130.000000	22.0000   	
131.000000	22.0000   	
132.000000	22.0000   	
133.000000	25.0000   	
134.000000	25.0000   	
135.000000	25.0000   	
136.000000	25.0000   	
137.000000	25.0000   	
138.000000	25.0000   	
139.000000	30.0000   	
140.000000	30.0000   	
141.000000	30.0000   	
142.000000	30.0000   	
143.000000	30.0000   	
144.000000	30.0000   	
145.000000	35.0000   	
146.000000	35.0000   	
147.000000	35.0000   	
148.000000	35.0000   	
149.000000	35.0000   	
150.000000	35.0000   	
151.000000	35.0000   	
152.000000	35.0000   	
153.000000	41.0000   	
154.000000	41.0000   	
155.000000	41.0000   	
156.000000	41.0000   	
157.000000	41.0000   	
158.000000	47.0000   	
159.000000	47.0000   	
160.000000	47.0000   	
161.000000	47.0000   	
162.000000	47.0000   	
163.000000	47.0000   	
164.000000	47.0000   	
165.000000	52.0000   	
166.000000	52.0000   	
167.000000	52.0000   	
168.000000	52.0000   	
169.000000	52.0000   	
170.000000	52.0000   	
171.000000	52.0000   	
172.000000	52.0000   	
173.000000	57.0000   	
174.000000	57.0000   	
175.000000	57.0000   	
176.000000	57.0000   	
177.000000	58.0000   	
178.000000	58.0000   	
179.000000	60.0000   	
180.000000	60.0000   	
181.000000	61.0000   	
182.000000	63.0000   	
183.000000	63.0000   	
184.000000	63.0000   	
185.000000	63.0000   	
186.000000	63.0000   	
187.000000	65.0000   	
188.000000	65.0000   	
189.000000	69.0000   	
190.000000	69.0000   	
191.000000	69.0000   	
192.000000	69.0000   	
193.000000	69.0000   	
194.000000	69.0000   	
195.000000	70.0000   	
196.000000	71.0000   	
197.000000	71.0000   	
198.000000	74.0000   	
199.000000	74.0000   	
200.000000	74.0000   	
201.000000	74.0000   	
202.000000	75.0000   	
203.000000	75.0000   	
204.000000	78.0000   	
205.000000	78.0000   	
206.000000	78.0000   	
207.000000	79.0000   	
208.000000	79.0000   	
